Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL001932,70,F,Life,78094,2,0,1266.59,19095.48,High
POL001933,26,M,Home,60533,0,0,1137.64,0.0,Low
POL001934,26,M,Life,46988,2,0,949.48,12340.39,High
POL001935,57,F,Home,22947,0,0,1077.57,0.0,Medium
POL001936,34,F,Home,51872,4,0,1683.84,6046.03,High
POL001937,18,F,Auto,71769,0,0,1693.88,0.0,High
POL001938,42,M,Home,78570,1,0,1135.63,9094.47,Medium
POL001939,78,F,Auto,55048,0,0,1392.9,0.0,Medium
POL001940,60,F,Life,65446,0,0,901.09,0.0,Low
POL001941,57,F,Health,33801,1,0,3278.75,18011.57,Medium
POL001942,59,F,Travel,72743,1,0,492.08,2178.82,Medium
POL001943,42,M,Auto,60157,1,0,1524.66,7878.0,Low
POL001944,56,M,Auto,65030,0,0,1049.74,0.0,Low
POL001945,52,F,Life,53652,1,0,887.98,8625.79,Medium
POL001946,20,M,Auto,66596,0,0,1708.64,0.0,High
POL001947,67,M,Home,82232,0,0,1325.33,0.0,Low
POL001948,54,M,Life,68031,2,0,941.21,45857.54,Medium
POL001949,61,F,Home,24066,0,0,1019.01,0.0,Low
POL001950,61,M,Auto,68739,4,0,2008.91,2269.72,High
POL001951,68,M,Life,49319,0,0,925.29,0.0,Medium
POL001952,47,M,Auto,42020,3,0,1547.76,9953.17,High
POL001953,55,F,Life,117546,1,0,791.78,35536.49,Low
POL001954,51,F,Auto,37561,0,0,1293.92,0.0,Low
POL001955,29,M,Health,39741,0,0,2373.26,0.0,Medium
POL001956,36,M,Auto,20000,1,0,1266.32,1350.27,High
POL001957,54,F,Health,123039,1,0,3114.86,20101.22,Low
POL001958,61,F,Auto,93486,0,0,1071.57,0.0,Low
POL001959,76,M,Health,50710,1,0,3655.85,24082.24,High
POL001960,76,M,Home,81340,0,0,1395.47,0.0,Medium
POL001961,66,F,Auto,20000,1,0,1833.74,12060.71,High
POL001962,78,F,Health,75935,5,0,5779.64,7006.85,High
POL001963,34,M,Home,39005,0,0,897.24,0.0,Medium
POL001964,27,F,Auto,138257,1,0,1247.91,5669.07,Low
POL001965,74,M,Auto,71953,0,0,1598.64,0.0,Medium
POL001966,72,M,Home,63927,0,0,1114.19,0.0,Medium
POL001967,66,M,Auto,39721,2,0,2252.57,8129.93,High
POL001968,64,F,Auto,39845,0,0,1146.17,0.0,Low
POL001969,29,M,Auto,80521,0,0,1169.98,0.0,Low
POL001970,79,M,Home,39535,1,0,1386.66,13394.85,High
POL001971,33,F,Home,38766,0,0,1113.0,0.0,Medium
POL001972,41,F,Auto,120999,0,0,1251.3,0.0,Low
POL001973,36,M,Travel,69132,0,0,393.99,0.0,Medium
POL001974,25,M,Life,34610,0,0,820.47,0.0,Medium
POL001975,48,F,Auto,78895,0,0,1156.93,0.0,Low
POL001976,38,F,Auto,52076,1,0,1365.75,6659.89,Medium
POL001977,34,F,Life,24762,0,0,765.83,0.0,Medium
POL001978,40,M,Home,46653,0,0,973.2,0.0,Low
POL001979,54,M,Auto,35444,0,0,1133.39,0.0,Low
POL001980,71,M,Home,68042,0,0,1135.28,0.0,Medium
POL001981,33,F,Health,43140,0,0,2153.01,0.0,Low
POL001982,23,M,Auto,62658,1,0,1867.62,3709.11,High
POL001983,25,F,Health,83544,0,0,2313.73,0.0,Low
POL001984,42,M,Health,194946,3,0,4049.64,23961.95,High
POL001985,35,F,Home,161127,0,0,1033.37,0.0,Low
POL001986,42,M,Life,66944,0,0,909.99,0.0,Low
POL001987,29,M,Auto,58319,0,0,1142.27,0.0,Low
POL001988,32,F,Home,44464,0,0,970.52,0.0,Low
POL001989,76,F,Home,26329,1,0,1593.56,16040.48,High
POL001990,43,M,Home,20000,2,0,1330.38,7181.06,High
POL001991,58,F,Auto,39286,0,0,1210.04,0.0,Low
POL001992,62,F,Auto,135770,1,0,1411.28,2889.11,Low
POL001993,43,M,Auto,133458,1,0,1414.83,3003.88,Medium
POL001994,64,F,Auto,62057,3,0,1878.72,12998.19,High
POL001995,49,M,Auto,75554,0,0,1260.51,0.0,Low
POL001996,27,M,Health,44251,0,0,2842.99,0.0,Low
POL001997,33,F,Auto,58978,0,0,1361.27,0.0,Medium
POL001998,24,F,Health,40615,0,0,3662.16,0.0,Medium
POL001999,34,M,Auto,40579,1,0,1187.79,9727.07,Medium
POL002000,40,M,Auto,81329,2,0,1331.18,4930.35,Low
POL002001,43,M,Auto,44238,0,0,1064.35,0.0,Low
POL002002,38,M,Auto,76579,1,0,1204.01,4349.31,Medium
POL002003,39,M,Home,55625,2,0,1250.61,2320.33,High
POL002004,75,M,Auto,121653,2,0,1755.97,4713.15,High
POL002005,24,F,Travel,78918,1,0,715.86,868.81,High
POL002006,31,F,Travel,67654,1,0,417.24,2235.46,Medium
POL002007,32,F,Home,29285,0,0,1004.19,0.0,Medium
POL002008,70,M,Health,46851,2,0,3721.9,27510.83,High
POL002009,24,F,Auto,58387,0,0,1976.97,0.0,High
POL002010,26,M,Home,61530,0,0,1083.99,0.0,Low
POL002011,68,M,Health,83417,0,0,3139.33,0.0,Low
POL002012,65,F,Auto,66370,1,0,1549.99,2517.14,High
POL002013,25,M,Auto,35717,0,0,1086.85,0.0,Medium
POL002014,67,M,Auto,80503,1,0,1962.96,5908.83,High
POL002015,76,M,Home,47541,0,0,1317.88,0.0,Medium
POL002016,40,M,Home,43314,0,0,948.87,0.0,Low
POL002017,46,M,Auto,34497,0,0,1050.37,0.0,Low
POL002018,35,M,Home,50228,0,0,901.39,0.0,Low
POL002019,48,F,Home,45315,0,0,1108.86,0.0,Low
POL002020,47,M,Health,106977,0,0,2580.16,0.0,Low
POL002021,69,M,Auto,52378,0,0,1436.96,0.0,Medium
POL002022,56,M,Health,78126,2,0,3245.96,24127.51,Medium
POL002023,52,M,Health,24309,0,0,2205.88,0.0,Low
POL002024,35,F,Health,86874,1,0,2529.0,14000.79,Low
POL002025,76,F,Health,82511,0,0,3647.57,0.0,Low
POL002026,59,M,Home,28915,0,0,987.36,0.0,Medium
POL002027,56,M,Auto,38718,1,0,1322.69,3464.78,Medium
POL002028,34,M,Home,42980,1,0,1304.93,8058.38,High
POL002029,31,F,Travel,54103,0,0,387.88,0.0,Low
POL002030,48,F,Home,42089,0,0,950.87,0.0,Low
POL002031,41,F,Auto,52972,3,0,1621.5,9771.91,High
POL002032,52,F,Auto,83015,0,0,1223.42,0.0,Low
POL002033,61,M,Travel,45293,0,0,407.01,0.0,Low
POL002034,77,F,Auto,69468,0,0,1333.58,0.0,Medium
POL002035,62,F,Auto,65366,1,0,1443.78,6008.9,Low
POL002036,51,M,Auto,20000,1,0,1499.36,4988.22,Medium
POL002037,20,M,Travel,39978,0,0,620.87,0.0,High
POL002038,54,F,Auto,98010,0,0,1333.16,0.0,Low
POL002039,60,F,Home,38278,0,0,932.92,0.0,Low
POL002040,57,F,Home,35051,0,0,907.59,0.0,Medium
POL002041,43,F,Auto,100503,0,0,1271.02,0.0,Low
POL002042,72,M,Life,64648,0,0,942.83,0.0,Medium
POL002043,40,M,Home,124073,0,0,877.33,0.0,Low
POL002044,61,F,Home,47457,1,0,1010.83,17970.68,Low
POL002045,56,F,Life,109214,1,0,994.08,35849.1,Low
POL002046,32,F,Travel,38390,1,0,394.97,861.67,High
POL002047,73,F,Home,20000,0,0,1217.89,0.0,High
POL002048,66,F,Auto,83837,4,0,2218.33,7778.99,High
POL002049,21,M,Health,79747,3,0,5853.32,23326.68,High
POL002050,46,M,Home,83821,0,0,1001.05,0.0,Low
POL002051,39,M,Life,53999,0,0,729.32,0.0,Medium
POL002052,42,F,Life,124676,1,0,989.11,10514.49,Low
POL002053,30,F,Auto,92295,1,0,1483.65,1021.55,Medium
POL002054,35,M,Travel,90441,2,0,523.59,964.44,Medium
POL002055,50,M,Auto,63629,1,0,1287.2,4653.82,Medium
POL002056,33,F,Home,30531,0,0,1025.88,0.0,Medium
POL002057,62,M,Auto,61933,0,0,1356.07,0.0,Low
POL002058,59,F,Life,71662,0,0,692.39,0.0,Low
POL002059,61,F,Home,165446,2,0,1209.11,16220.78,Low
POL002060,79,M,Home,68392,4,0,1945.82,4287.81,High
POL002061,19,M,Life,35488,0,0,1247.45,0.0,High
POL002062,72,M,Home,75632,0,0,1358.95,0.0,Medium
POL002063,52,F,Home,112281,0,0,911.89,0.0,Low
POL002064,59,F,Life,140685,0,0,731.86,0.0,Low
POL002065,51,M,Health,56757,2,0,3667.51,17698.69,Medium
POL002066,47,F,Life,54187,0,0,861.51,0.0,Low
POL002067,76,F,Life,29564,0,0,1175.49,0.0,High
POL002068,72,F,Auto,44281,0,0,1714.28,0.0,Medium
POL002069,30,M,Home,74340,0,0,970.64,0.0,Low
POL002070,30,F,Auto,27947,0,0,1063.89,0.0,Medium
POL002071,35,M,Health,166670,0,0,2597.16,0.0,Low
POL002072,49,M,Auto,50094,0,0,1146.72,0.0,Low
POL002073,49,F,Health,63587,1,0,2810.67,1584.45,Medium
POL002074,52,M,Auto,71045,1,0,1349.31,5672.63,Medium
POL002075,76,F,Auto,105300,1,0,2028.93,3761.13,Medium
POL002076,56,M,Auto,68415,1,0,1201.51,21724.86,Low
POL002077,63,M,Auto,35099,3,0,1579.8,1329.73,High
POL002078,69,F,Home,73932,2,0,1744.73,7919.2,High
POL002079,46,M,Auto,105189,0,0,1338.15,0.0,Low
POL002080,79,M,Auto,38278,0,0,1755.6,0.0,High
POL002081,66,M,Auto,89323,0,0,1587.47,0.0,Medium
POL002082,46,F,Health,67990,0,0,2150.92,0.0,Low
POL002083,79,F,Health,62791,2,1,4051.2,5216.27,High
POL002084,70,M,Auto,43477,1,0,2019.42,3402.95,High
POL002085,61,M,Health,53577,0,0,2499.96,0.0,Low
POL002086,74,M,Home,74554,1,0,1596.64,2508.57,High
POL002087,33,F,Auto,48431,0,0,1116.91,0.0,Low
POL002088,73,F,Home,36693,4,0,1783.6,6668.4,High
POL002089,61,M,Auto,35951,1,0,1412.44,11675.97,Medium
POL002090,64,F,Health,68903,1,0,3163.92,11604.23,Medium
POL002091,74,F,Auto,76468,0,0,1789.45,0.0,Medium
POL002092,27,F,Travel,57881,0,0,441.6,0.0,Low
POL002093,47,F,Auto,148384,0,0,1219.44,0.0,Low
POL002094,42,M,Home,25582,0,0,1032.62,0.0,Medium
POL002095,80,F,Life,72392,0,0,1141.14,0.0,Medium
POL002096,56,F,Auto,23852,4,0,1643.41,6159.38,High
POL002097,37,M,Home,56845,0,0,1135.49,0.0,Medium
POL002098,22,M,Auto,67847,0,0,1816.86,0.0,Medium
POL002099,18,F,Home,54816,0,0,1703.42,0.0,Medium
POL002100,47,F,Auto,22559,0,0,1295.23,0.0,Low
POL002101,66,M,Auto,57093,2,0,1816.47,3125.1,High
POL002102,20,M,Home,59961,0,0,1349.37,0.0,Medium
POL002103,62,M,Home,93783,3,0,1386.34,4992.82,High
POL002104,31,F,Home,29333,0,0,929.2,0.0,Medium
POL002105,73,F,Auto,123066,4,0,2450.55,9265.63,High
POL002106,47,M,Auto,20000,0,0,1237.41,0.0,Medium
POL002107,67,F,Home,31319,1,0,1466.56,18954.12,High
POL002108,21,M,Home,65386,0,0,1300.39,0.0,Medium
POL002109,35,F,Auto,69935,1,0,1576.91,10879.74,Medium
POL002110,79,M,Auto,127513,1,0,1753.7,7698.54,Medium
POL002111,54,M,Auto,65948,0,0,1326.39,0.0,Low
POL002112,42,F,Auto,56910,0,0,1046.62,0.0,Low
POL002113,65,F,Auto,74773,4,0,2098.6,6289.71,High
POL002114,18,F,Auto,20000,0,0,1623.64,0.0,High
POL002115,70,F,Home,36176,3,0,1986.45,2930.02,High
POL002116,63,F,Home,33267,1,0,1205.82,5375.14,Medium
POL002117,32,F,Auto,96371,0,0,1347.53,0.0,Low
POL002118,26,M,Auto,114691,0,0,1135.44,0.0,Low
POL002119,32,F,Auto,152128,4,0,1694.76,3033.76,High
POL002120,66,M,Home,79600,0,0,1442.18,0.0,Medium
POL002121,74,M,Life,93526,0,0,987.45,0.0,Medium
POL002122,41,F,Health,62753,1,0,2644.31,12616.23,Low
POL002123,21,M,Health,46646,0,0,3734.48,0.0,Medium
POL002124,29,M,Health,34898,2,0,2904.98,20692.93,High
POL002125,76,F,Auto,33369,0,0,1464.98,0.0,Medium
POL002126,75,F,Auto,30163,0,0,1506.31,0.0,High
POL002127,54,F,Home,86297,0,0,933.18,0.0,Low
POL002128,78,M,Auto,48777,0,0,1536.72,0.0,Medium
POL002129,54,F,Home,41698,0,0,965.4,0.0,Low
POL002130,60,F,Health,21729,1,0,3111.83,9476.06,Medium
POL002131,77,F,Health,37926,1,0,4206.64,2095.25,High
POL002132,23,F,Auto,51867,1,0,1822.17,12096.86,High
POL002133,56,M,Home,27772,0,0,1096.99,0.0,Low
POL002134,73,F,Home,200000,0,0,1468.39,0.0,Medium
POL002135,80,M,Health,30632,2,0,4461.53,6402.78,High
POL002136,63,F,Health,106541,0,0,2872.31,0.0,Low
POL002137,41,M,Travel,56372,0,0,380.21,0.0,Low
POL002138,28,M,Auto,45105,0,0,1318.91,0.0,Medium
POL002139,79,M,Home,52853,0,0,1367.74,0.0,Low
POL002140,30,F,Auto,60296,0,0,1136.43,0.0,Low
POL002141,51,M,Auto,67054,1,0,1464.74,2772.6,Medium
POL002142,42,F,Life,36645,2,0,1043.0,39262.5,High
POL002143,24,F,Travel,79194,0,0,544.02,0.0,Medium
POL002144,69,F,Auto,52070,1,0,1618.48,3484.49,High
POL002145,21,F,Auto,30772,0,0,1915.24,0.0,High
POL002146,76,F,Auto,48343,0,0,1659.18,0.0,Medium
POL002147,25,M,Health,121764,1,0,2901.54,12202.32,Medium
POL002148,37,F,Auto,66817,0,0,1200.51,0.0,Medium
POL002149,46,M,Auto,60011,0,0,1084.81,0.0,Low
POL002150,80,M,Auto,49077,1,0,1755.94,6312.14,High
POL002151,71,M,Home,51044,1,0,1661.57,8884.48,Medium
POL002152,70,M,Life,66839,1,0,1323.28,20975.65,Medium
POL002153,68,M,Auto,52431,0,0,1635.31,0.0,Medium
POL002154,62,M,Home,75136,0,0,1149.21,0.0,Low
POL002155,63,M,Auto,70377,0,0,1341.54,0.0,Low
POL002156,27,F,Home,32975,0,0,893.57,0.0,Medium
POL002157,60,M,Health,77958,1,0,2788.01,13090.2,Medium
POL002158,51,F,Auto,37149,1,0,1227.62,25453.34,Medium
POL002159,74,M,Auto,36393,0,0,1544.13,0.0,Medium
POL002160,43,M,Health,59122,2,1,3519.47,52828.15,Medium
POL002161,58,M,Auto,68125,0,0,1076.08,0.0,Low
POL002162,66,M,Home,81427,1,1,1665.62,25862.35,Medium
POL002163,75,F,Auto,20370,0,0,1592.32,0.0,High
POL002164,20,F,Auto,88842,0,0,1934.43,0.0,Medium
POL002165,73,F,Health,73594,0,0,2806.53,0.0,Medium
POL002166,23,M,Health,41645,3,0,4774.95,23617.21,High
POL002167,22,M,Home,53201,0,0,1554.39,0.0,Medium
POL002168,22,M,Auto,66108,0,0,1982.62,0.0,High
POL002169,71,F,Home,20000,0,0,1445.81,0.0,Medium
POL002170,64,M,Home,32031,0,0,1056.51,0.0,Medium
POL002171,40,F,Home,107005,0,0,910.28,0.0,Low
POL002172,66,F,Health,44303,1,0,3395.54,31832.87,High
POL002173,26,M,Auto,57356,0,0,1337.29,0.0,Low
POL002174,52,M,Home,56481,3,0,1281.76,21753.53,High
POL002175,37,F,Home,85590,0,0,1055.82,0.0,Low
POL002176,75,F,Auto,48858,0,0,1575.68,0.0,Medium
POL002177,66,F,Health,50966,0,0,3173.38,0.0,Medium
POL002178,78,M,Auto,65860,1,0,1761.89,8570.98,High
POL002179,76,M,Auto,91429,0,0,1768.36,0.0,Low
POL002180,59,M,Travel,107102,0,0,443.37,0.0,Low
POL002181,52,M,Auto,51047,1,0,1531.1,7730.24,Low
POL002182,67,M,Auto,46842,1,0,1743.74,4246.76,High
POL002183,35,M,Home,55651,1,0,1014.41,33053.28,High
POL002184,79,F,Travel,116718,2,0,776.96,2041.89,High
POL002185,34,F,Travel,88357,0,0,357.44,0.0,Low
POL002186,41,F,Home,47104,0,0,1004.67,0.0,Low
POL002187,20,M,Auto,26714,1,0,1923.83,2426.59,High
POL002188,49,F,Life,104139,0,0,802.58,0.0,Low
POL002189,52,M,Home,110152,0,0,941.48,0.0,Low
POL002190,55,M,Auto,34356,1,0,1544.31,6838.82,Medium
POL002191,30,F,Health,47925,0,0,2851.26,0.0,Low
POL002192,73,M,Auto,92805,0,0,1517.91,0.0,Low
POL002193,78,F,Auto,72613,1,0,1562.68,4604.65,High
POL002194,64,F,Health,22089,1,0,3015.88,6219.1,Medium
POL002195,42,M,Home,34063,0,0,962.99,0.0,Low
POL002196,26,F,Auto,80082,0,0,1374.95,0.0,Low
POL002197,21,F,Auto,67819,0,0,1578.26,0.0,High
POL002198,31,F,Home,83533,0,0,885.74,0.0,Low
POL002199,54,F,Auto,88458,0,0,1271.79,0.0,Low
POL002200,51,M,Auto,67565,0,0,1293.11,0.0,Low
POL002201,28,F,Home,73879,1,0,1140.03,4318.89,Medium
POL002202,58,F,Life,45035,0,0,746.54,0.0,Low
POL002203,73,F,Home,63393,4,0,1961.32,8605.19,High
POL002204,20,M,Health,70033,0,0,3567.72,0.0,Medium
POL002205,76,F,Health,140502,3,0,4324.12,13472.29,High
POL002206,45,M,Health,39644,0,0,2762.98,0.0,Low
POL002207,46,F,Auto,85984,0,0,1043.43,0.0,Low
POL002208,26,F,Life,56512,0,0,777.75,0.0,Medium
POL002209,20,F,Home,86885,1,0,1853.13,3086.34,High
POL002210,42,M,Auto,56376,1,0,1174.58,3930.82,Medium
POL002211,51,M,Auto,107872,1,0,1536.51,10086.8,Low
POL002212,29,M,Health,41304,1,0,3052.93,2012.27,Medium
POL002213,59,M,Auto,64286,0,0,1046.41,0.0,Low
POL002214,26,M,Auto,74584,0,0,1342.2,0.0,Low
POL002215,32,M,Health,42588,0,0,2490.48,0.0,Medium
POL002216,57,F,Life,69725,0,0,836.54,0.0,Low
POL002217,42,M,Home,99057,1,0,1281.8,6749.53,Medium
POL002218,22,F,Auto,57898,2,0,2607.58,5111.65,High
POL002219,28,M,Auto,87137,0,0,1167.15,0.0,Low
POL002220,76,M,Home,42738,1,0,1377.35,12710.18,High
POL002221,51,M,Auto,34605,0,0,1112.67,0.0,Low
POL002222,41,F,Home,84773,0,0,1079.78,0.0,Low
POL002223,77,M,Auto,45270,0,0,1760.97,0.0,Low
POL002224,32,M,Life,25890,0,0,697.34,0.0,Medium
POL002225,55,F,Home,40940,0,0,854.51,0.0,Low
POL002226,25,F,Auto,117452,0,0,1316.26,0.0,Low
POL002227,76,F,Life,101735,0,0,1004.62,0.0,Medium
POL002228,22,F,Auto,34193,0,0,1679.28,0.0,High
POL002229,65,M,Auto,28829,0,0,1087.81,0.0,Medium
POL002230,43,F,Health,48794,0,0,2384.86,0.0,Low
POL002231,35,M,Auto,100733,4,0,2191.57,4320.44,High
POL002232,23,M,Home,54292,1,0,1971.89,6100.01,High
POL002233,54,F,Auto,54518,3,0,1652.05,7668.87,High
POL002234,77,M,Auto,44043,0,0,1777.01,0.0,Medium
POL002235,65,F,Auto,52273,1,0,1297.14,4824.14,High
POL002236,30,M,Health,91464,0,0,2765.86,0.0,Low
POL002237,45,F,Home,62481,1,0,1050.64,27573.39,Low
POL002238,22,F,Auto,54125,0,0,1976.3,0.0,Medium
POL002239,30,F,Auto,82896,0,0,1147.34,0.0,Low
POL002240,34,F,Life,62056,0,0,726.97,0.0,Medium
POL002241,67,F,Travel,96289,0,0,587.83,0.0,Low
POL002242,57,F,Home,42616,0,0,914.26,0.0,Low
POL002243,62,M,Health,68599,4,0,4590.2,18542.31,High
POL002244,49,M,Health,93319,0,0,2206.43,0.0,Low
POL002245,79,M,Auto,130181,2,0,1729.9,8840.93,High
POL002246,46,F,Auto,34654,0,0,1333.49,0.0,Low
POL002247,68,M,Auto,54892,1,0,1840.61,5271.07,High
POL002248,75,F,Health,31009,1,0,3649.62,44748.22,High
POL002249,20,M,Health,36868,0,0,3279.71,0.0,High
POL002250,73,M,Health,60431,0,0,3323.02,0.0,Medium
POL002251,57,F,Auto,21731,1,0,1336.0,3378.67,High
POL002252,51,M,Home,73840,0,0,995.09,0.0,Low
POL002253,57,M,Health,79109,0,0,2597.79,0.0,Low
POL002254,44,M,Life,57629,0,0,833.58,0.0,Low
POL002255,30,F,Auto,39332,0,0,1365.82,0.0,Low
POL002256,62,M,Health,52999,0,0,2616.29,0.0,Low
POL002257,50,F,Auto,172527,0,0,1142.19,0.0,Low
POL002258,23,M,Health,46157,2,0,4625.84,5368.35,High
POL002259,41,M,Home,40379,1,0,1142.12,7491.86,Low
POL002260,36,M,Auto,20000,0,0,1113.36,0.0,Low
POL002261,33,M,Health,100905,0,0,2407.33,0.0,Low
POL002262,57,F,Auto,32205,0,0,1323.16,0.0,Low
POL002263,45,M,Health,62574,0,0,2769.82,0.0,Low
POL002264,50,F,Auto,171671,1,0,1432.91,4160.43,Low
POL002265,76,F,Health,72017,1,0,3830.39,10892.55,High
POL002266,76,M,Life,71617,1,0,1169.84,99804.16,High
POL002267,65,M,Auto,50873,2,0,1623.6,2874.08,High
POL002268,58,F,Home,70045,0,0,1091.82,0.0,Low
POL002269,30,F,Home,62183,1,0,1232.06,7664.28,High
POL002270,60,M,Auto,78445,1,0,1187.68,1594.16,Low
POL002271,62,M,Home,20000,1,0,1229.74,30100.43,Medium
POL002272,42,M,Health,72384,2,0,3464.45,2358.98,High
POL002273,70,M,Life,74364,1,0,1052.12,27661.25,High
POL002274,59,M,Life,200000,0,0,716.06,0.0,Low
POL002275,53,F,Home,59746,2,0,1412.28,3128.58,Medium
POL002276,80,M,Health,66891,1,0,3803.64,4528.89,High
POL002277,44,M,Health,72996,0,0,2741.22,0.0,Low
POL002278,55,F,Home,74032,1,0,1041.24,4310.24,Medium
POL002279,77,M,Auto,32311,0,0,1340.33,0.0,High
POL002280,24,M,Home,90147,1,0,1550.05,3697.24,High
POL002281,22,F,Health,37846,3,0,5360.13,14490.09,High
POL002282,60,M,Home,73374,0,0,1006.99,0.0,Low
POL002283,62,F,Health,38965,2,0,3598.76,4915.24,High
POL002284,75,M,Auto,53571,1,0,1910.36,10357.38,High
POL002285,74,M,Travel,47324,1,0,685.98,5083.96,High
POL002286,68,M,Home,52865,0,0,1135.7,0.0,Medium
POL002287,48,F,Health,57439,0,0,2222.67,0.0,Low
POL002288,40,F,Auto,72125,0,0,1050.37,0.0,Low
POL002289,59,F,Auto,57063,0,0,1213.84,0.0,Low
POL002290,27,F,Health,92712,0,0,2325.15,0.0,Low
POL002291,49,M,Travel,45854,1,0,485.34,6366.63,Low
POL002292,60,F,Auto,74224,5,0,1868.6,1712.97,High
POL002293,70,F,Auto,39488,0,0,1374.29,0.0,High
POL002294,47,F,Auto,145992,0,0,1185.66,0.0,Low
POL002295,56,M,Auto,74382,1,0,1328.62,2891.83,Low
POL002296,48,M,Auto,42252,0,0,1318.5,0.0,Low
POL002297,35,F,Health,142523,2,0,3579.12,8566.18,High
POL002298,53,F,Life,77594,1,0,814.41,16834.48,Low
POL002299,19,M,Auto,42328,1,0,2263.95,8764.69,High
POL002300,31,F,Home,56071,0,0,1019.25,0.0,Low
POL002301,30,F,Auto,33894,0,0,1201.28,0.0,Medium
POL002302,46,F,Auto,33889,0,0,1054.11,0.0,Medium
POL002303,29,F,Auto,109557,0,0,1286.27,0.0,Low
POL002304,56,M,Home,38206,1,0,998.07,9994.42,Medium
POL002305,19,M,Auto,30675,0,0,1679.95,0.0,High
POL002306,49,M,Home,82278,0,0,878.63,0.0,Low
POL002307,30,F,Auto,137291,1,0,1392.74,2611.45,Low
POL002308,63,F,Auto,106792,0,0,1252.28,0.0,Low
POL002309,44,M,Auto,188257,0,0,1340.71,0.0,Low
POL002310,66,M,Life,200000,1,0,1279.91,20516.81,High
POL002311,58,M,Health,38170,0,0,2845.83,0.0,Medium
POL002312,34,F,Life,51241,0,0,862.63,0.0,Low
POL002313,57,M,Auto,27301,0,0,1127.31,0.0,Low
POL002314,48,F,Auto,33474,0,0,1217.13,0.0,Low
POL002315,51,F,Auto,102356,0,0,1184.86,0.0,Low
POL002316,77,M,Auto,68763,0,0,1590.87,0.0,Medium
POL002317,41,M,Health,124024,0,0,2554.07,0.0,Low
POL002318,62,F,Auto,38842,0,0,1272.76,0.0,Low
POL002319,52,M,Auto,45508,0,0,1049.9,0.0,Low
POL002320,65,M,Home,80562,1,0,1235.13,7816.55,High
POL002321,23,F,Home,101551,1,0,1540.64,7094.58,High
POL002322,36,F,Travel,26437,1,0,394.62,1194.56,High
POL002323,47,F,Auto,53090,0,0,1206.81,0.0,Low
POL002324,24,F,Home,73106,0,0,1536.66,0.0,Medium
POL002325,27,F,Auto,88565,1,0,1187.43,2299.52,Low
POL002326,58,M,Travel,97767,1,0,462.12,3384.32,Low
POL002327,49,F,Home,57683,2,0,1313.48,3496.03,Medium
POL002328,51,F,Home,32281,0,0,865.75,0.0,Low
POL002329,80,F,Auto,22862,0,0,1659.02,0.0,Medium
POL002330,45,M,Health,54659,1,0,2625.12,19694.93,Low
POL002331,77,F,Auto,51822,4,0,2716.49,5905.51,High
POL002332,32,F,Home,40214,4,1,1509.19,7915.1,High
POL002333,47,F,Life,93577,5,0,1390.71,35732.72,High
POL002334,54,M,Travel,33732,2,0,581.13,2362.81,Medium
POL002335,46,F,Home,43002,1,0,1255.63,3230.79,Low
POL002336,39,F,Health,107301,0,0,2711.4,0.0,Low
POL002337,21,F,Auto,40640,1,0,1859.13,2555.99,High
POL002338,37,M,Health,70374,0,0,2161.11,0.0,Medium
POL002339,49,M,Home,59587,0,0,1031.73,0.0,Low
POL002340,53,M,Home,67616,1,0,1119.19,7528.38,Medium
POL002341,67,M,Life,93038,1,0,1342.78,11895.93,Medium
POL002342,21,F,Health,70449,1,0,4117.91,4923.39,High
POL002343,44,F,Auto,29933,0,0,1167.8,0.0,Low
POL002344,34,M,Health,32575,0,0,2519.5,0.0,Medium
POL002345,29,M,Auto,69384,3,0,1894.72,3037.73,High
POL002346,39,F,Health,37807,1,0,2675.16,26771.56,High
POL002347,34,F,Health,96533,0,0,2831.37,0.0,Low
POL002348,27,M,Auto,69882,0,0,1214.37,0.0,Medium
POL002349,71,M,Health,25390,2,0,4657.19,35691.2,High
POL002350,18,M,Home,153974,0,0,1511.53,0.0,Medium
POL002351,39,M,Home,49855,0,0,1081.6,0.0,Low
POL002352,43,F,Auto,53925,0,0,1038.51,0.0,Low
POL002353,73,M,Auto,73959,0,0,1700.03,0.0,Medium
POL002354,76,M,Health,57335,0,0,3273.36,0.0,Medium
POL002355,35,F,Auto,96840,0,0,1181.79,0.0,Low
POL002356,67,F,Home,35989,0,0,1148.53,0.0,Medium
POL002357,31,F,Health,106248,0,0,2681.17,0.0,Low
POL002358,64,F,Auto,84161,0,0,1067.22,0.0,Low
POL002359,46,F,Home,40651,2,0,1180.0,7819.73,Medium
POL002360,29,M,Home,67902,1,0,1021.12,12024.92,High
POL002361,53,M,Health,109764,0,0,2129.93,0.0,Low
POL002362,76,M,Auto,77713,0,0,1635.78,0.0,Medium
POL002363,52,F,Home,64453,0,0,931.25,0.0,Low
POL002364,69,M,Auto,81733,1,0,1605.35,3370.27,High
POL002365,78,F,Health,85248,0,0,3074.47,0.0,Low
POL002366,29,M,Auto,46495,3,0,1739.52,1177.61,High
POL002367,24,M,Travel,64755,1,0,690.71,1070.02,High
POL002368,46,F,Home,91521,2,0,1248.21,6446.91,Medium
POL002369,28,F,Life,63988,0,0,798.78,0.0,Medium
